English,Spanish,Portuguese,French,Mandarin (Simplified),Polish,German
AIESEC has taught me to take in big challenges in order to accelerate my personal growth.,AIESEC me ha enseñado a asumir grandes desafíos para acelerar mi crecimiento personal.,A AIESEC ensinou-me a assumir grandes desafios para acelerar o meu crescimento pessoal.,L'AIESEC m'a appris à relever de grands défis afin d'accélérer ma croissance personnelle.,AIESEC教会我，要拥抱每一次艰难挑战，才能加速我的个人成长。,AIESEC nauczył mnie by brać na siebie duże wyzwania w celu przyśpieszenia mojego rozwoju.,"AIESEC hat mir gelehrt große Herausforderungen anzunehmen, um meine persönliche Entwicklung zu verstärken."
"AIESEC is a non-governmental not-for-profit organisation in consultative status with the United Nations Economic and Social Council (ECOSOC), affiliated with the UN DPI, member of ICMYO, and is recognized by UNESCO. AIESEC International is registered as a Foundation (Stichting), RSIN #807103895 in Rotterdam, The Netherlands.","AIESEC es una organización sin fines de lucro, no gubernamental de carácter consultivo con el Consejo Social y Económico de las Naciones Unidas (ECOSOC), asociada al Departamento de Información Pública de las Naciones Unidas, miembro de ICMYO y está reconocida por la UNESCO. AIESEC Internacional está registrada como una Fundación (Stichting), RSIN #807103895 en Rotterdam, Países Bajos.","A AIESEC é uma organização não-governamental sem fins lucrativos com status consultivo junto ao Conselho Económico e Social das Nações Unidas (ECOSOC), afiliada ao Departamento das Nações Unidas, membro do ICMYO, e reconhecida pela UNESCO. A AIESEC International está registada como Fundação (Stichting), RSIN # 807103895 em Roterdão, Países Baixos","AIESEC est une organisation non gouvernementale avec un statut consultative au Conseil économique et social des Nations unies (ECOSOC), affilié avec le Département de l'information des Nations Unies, membre de ICMYO et est reconnu par UNESCO. AIESEC Internationale est régistrée comme une fondation (Stichting), RSIN #807103895 à Rotterdam, les Pays-Bas.","AIESEC是一个在联合国经济及社会理事会(ECOSOC)拥有咨商地位的非政府性非盈利性组织,隶属于联合国新闻部(UNDPI)，是国际青年组织合作会(ICMYO)的一员,并被联合国教科文组织认可。AIESEC全球总会在荷兰鹿特丹以组织(协会)的形式注册。","AIESEC to organizacja pozarządowa non-profit o statusie konsultacyjnym przy Radzie Gospodarczej i Społecznej ONZ, powiązana z Departamentem Informacji Publicznej ONZ, która jest członkiem ICMYO i jest uznawana przez UNESCO. AIESEC International jest zarejestrowane jako Fundacja (Stichting), RSIN #807103895 w Rotterdamie (Holandia).","AIESEC ist eine Nichtregierungs- und Non-Profit-Organisation mit Beraterstatus bei United Natios Economic and Social Council (ECOSOC), verbunden mit UN DPI, Mitglied von ICMYO und anerkannt von UNESCO. AIESEC Internation ist angemeldet als eine Stifuftung (Stichting), RSIN #807103895 in Rotterdam, die Niederlande."
AIESEC Purpose,Propósito de AIESEC,Propósito da AIESEC,L'objet d'AIESEC,AIESEC作用,Cel AIESEC,AIESEC Ziel
Aircraft Engine Technology,Tecnología de motor de aeronaves,Tecnologia de motores de aeronaves,Technologie des moteurs d'avion,航空发动机技术,Technologia silnika lotniczego,Flugzeug- und Triebwerkstechnologien
Airlines/Aviation,Aerolineas/aviación,Aviação,Aviation,航空,Lotnictwo,Fluggesellschaften/Luftfahrt
Ajax,Ajax,Ajax,Ajax,Ajax,Ajax,Ajax
Albania,Albania,Albania,Albanie,阿尔巴尼亚,Albania,Albanien
Albanian,Albanés,Albanês,Albanais,阿尔巴尼亚语,Albański,Albanisch
Alcohol and drug abuses,Abuso de alcohol y drogas,Abuso de álcool e drogas,Abus d'alcohol et drogues,酒精以及毒品的滥用,Nadużywanie alkoholu i narkotyków,Alkohol- und Drogenmissbräuche
Algeria,Algeria,Argélia,Algérie,阿尔及利亚,Algeria,Algerien
Algorithms,Algoritmos,Algoritmos,Algorithmes,算法,Algorytmy,Algorithmen
Alice,Alice,Alice,Alice,Alice,Alice,Alice
All that stands between you and the world is this form. Let's get started :),Todo lo que te separa del mundo es este formulario. Comencemos :),Tudo o que te separa do mundo é este formulário. Vamos começar :),Tout ce qui vous sépare du monde est ce formulaire. Allons y :),你与世界之间的距离，只差这一个表单。现在来完成它吧:),"Wszystko, co stoi między Tobą a światem, to ten formularz. Zacznijmy :)",Alles was zwischen dir und der Welt steht ist diese Form. Fangen wir an :)
Alternative Dispute Resolution,Resolución alternativa de disputas,Resolução alternativa de disputa,Mode alternatif de résolution des conflits,非诉讼纠纷解决程序,Alternative Dispute Resolution,Außergerechtliche Streitbeilegung
Alternative Medicine,Medicinal alternativa,Medicina alternativa,Medecine alternative,替代医学,Medycyna alternatywna,Alternativmedizin
Alumni Relations,Relaciones alumni,Relações com alumni,Relations avec les alumni,校友关系,Relacje Alumni,Alumnibeziehungen
American Samoa,Samoa Americana,Samoa Americana,Samoa Américaines,美属萨摩亚,Samoa Amerykańskie,Amerikanisch-Samoa
An AIESEC initiative aimed at activating the leadership potential of youth by engaging and mobilizing them through cross-cultural projects designed to contribute to the Sustainable Development Goals.,"Una iniciativa de AIESEC para activar el potencial de liderazgo de los jóvenes para que participen y se movilicen a través de proyectos multiculturales, diseñados para contribuir a los objetivos de desarrollo sostenible.",Uma iniciativa da AIESEC com o objetivo de ativar o potencial de liderança dos jovens ao envolvê-los e mobilizá-los através de projetos multiculturais que visam contribuir para os Objetivos de Desenvolvimento Sustentável,Une initiative d’AIESEC visant à déclencher le potentiel de leadership des jeunes en les intéressant et en les mobilisant à travers de projets interculturels conçus pour contribuer aux Objectifs de Développement Durable.,AIESEC精神旨在通过调动年轻人参与那些可持续发展目标项目来激发他们潜在的领导力,Inicjatywa AIESEC skierowana na aktywizację potencjału liderskiego młodzieży poprzez ,"Eine AIESEC-Initiative zielt auf Aktivierung des Führungspotenzials der Jugend, bei der sich die Jugend engagiert und mobilisiert, durch interkulturelle Projekte, die gestaltet wurde, um bei den Sustainable Development Goals mitzuwirken."
Andorra,Andorra,Andorra,Andorre,安道尔共和国,Andorra,Andorra
Android,Android,Android,Android,安卓,Android,Android
Android studio,Android studio,Android studio,Android studio,Android studio,Android studio,Android Studio
Angola,Angola,Angola,Ango,安哥拉,Angola,Angola
Anguilla,Anguilla,Anguilla,Anguil,安圭拉,Anguilla,Anguilla
Angular JS,Angular JS,Angular JS,Angular JS,Angular JS,Angular JS,Angular JS
Animation,Animación,Animação,Animation,动画,Animacja,Animation
Anthropology,Antropología,Antropologia,Anthropologie,人类学,Antropologia,Anthropologie
Antigua and Barbuda,Antigua Y Barbuda,Antígua E Barbuda,Antigua-Et-Barbuda,安提瓜和巴布达,Antigua i Barbuda,Antigua und Barbuda
Apex,Apex,Apex,Apex,Apex,Apex,Apex
Apparel & Fashion,Diseños y moda,Roupas e moda,Mode vestimentaire,服装和时尚,Odzież i moda,Kleidung und Mode
Applications,Aplicaciones,Candidaturas,Applications,申请表,Aplikacje,Bewerbungen
Applied,Aplicaste,Candidatura feita,Déjà candidaté,已申请,Aplikacja przyjęta,Beworben
Apply,Aplicar,Candidatar ,Postuler,申请,Zaaplikuj,Bewerben
Apply now,Aplica ahora,Candidata-te agora,Postuler maintenant,现在申请,Zaaplikuj teraz,Jetzt bewerben
Approval broken,Aprobación anulada,Aprovação quebrada,Acceptation annulée,申请中止,Zgoda złamana,Zulassung verweigert
Arabic,Árabe,Árabe,Arabe,阿拉伯语,Arabski,Arabisch
Archeology,Arqueología,Arqueologia,Archéologie,考古学,Archeologia,Archeologie
Architecture,Arquitectura,Arquitetura,Architecture,建筑学,Architektura,Architektur
Architecture & Planning,Arquitectura & planeamiento,Arquitetura e planeamento,Architecture et plannification,建筑与规划,Architektura i Urbanistyka,Architektur & Planung
ARGENTINA,Argentina,Argentina,Argentine,阿根廷,ARGENTYNA,Argentinien
Armenia,Armenia,Armênia,Arménie,亚美尼亚,Armenia,Armenien
Armenian,Armenio,Arménio,Arménien,亚美尼亚语,Ormiański,Armenisch
Arrival Pickup,Recojida a la llegada,Receção à chegada,Aller chercher à l'arrivée,接站,Odbiór po przyjeździe,Abholen bei der Ankunft
Artificial Intelligence,Inteligencia Artificial,Inteligência artificial,Intelligence Artificielle,人工智能,Artificial Intelligence,Künstliche Intelligenz
Arts,Arte,Artes,Arts,艺术,Sztuka,Kunst
Arts and Crafts,Manualidades,Artes e trabalhos manuais,Arts plastiques,美术和工艺,Sztuka i rękodzieło,Kunstgewerbe
Aruba,Aruba,Aruba,Aruba,阿鲁巴岛,Aruba,Aruba
AS/400,AS/400,AS/400,AS/400,AS/400,AS/400,AS/400
ASP,ASP,ASP,ASP,ASP,ASP,ASP
Assembly,Asamblea,Assembly,Assembly,汇编语言,Zgromadzenie,Versammlung
"Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress","Ayudar a los países en desarrollo a lograr la sostenibilidad de la deuda a largo plazo mediante políticas coordinadas encaminadas a fomentar la financiación de la deuda, el alivio de la deuda y la reestructuración de la deuda, según corresponda, y abordar la deuda externa de los países pobres altamente endeudados para reducir el problema de la deuda.","Ajudar os países em desenvolvimento a alcançar a sustentabilidade da dívida a longo prazo através de políticas coordenadas que visem fomentar o financiamento da dívida, o alívio da dívida e a reestruturação da dívida, conforme apropriado, e enfrentar a dívida externa dos países pobres altamente endividados para reduzir o desconforto da dívida","Aider les pays en développement à atteindre la viabilité de la dette à long terme au moyen de politiques coordonnées visant à encourager le financement par emprunt, l'allégement de la dette et la restructuration de la dette, selon le cas, et à s'attaquer à la dette extérieure des pays pauvres très endettés pour réduire la dette",通过旨在酌情促进债务融资，债务减免和债务重组以及解决高负债穷国的外债以减少债务困扰的协调政策，协助发展中国家实现长期债务可持续性,"Pomóc krajom rozwijającym się w osiągnięciu długoterminowej zdolności do spłaty długu poprzez skoordynowane polityki ukierunkowane na wsparcie finansowania dłużnego, redukcję zadłużenia oraz restrukturyzację długu, zgodnie z warunkami krajowymi; zająć się kwestią zadłużenia zewnętrznego ubogich krajów o wysokim zadłużeniu by zredukować sytuacje kryzysowe pod względem zadłużenia.","Entwicklungsländer unterstützen auf dem Weg zur langfristigen Schuldenbelastbarkeit durch koordinierte Strategie gegebenenfalls gezielt auf Pflege der Fremdfinanzierung, Schuldenerlass und Umschuldung sowie Auslandsverschuldung der hochverschuldeteten armen Ländern thematisieren um Überschuldung zu reduzieren."
Associate Degree,Título asociado,Grau de associado,Diplôme d'associé,大专文凭,Dyplom,Associate Degree
